model,sample_index,image_id,true_label,target_label,clean_pred,adv_pred,stored_attack_success,quantized_attack_success,dinov3_similarity,dinov3_distance,idsim_similarity,idsim_distance,clean_path,attack_path,source_prompt,prompt_correct_labels,prompt_correct_label_names,prompt_label_match,prompt_corrected_success
swin,588,67967c9db11151e0,251,819,251,275,True,True,0.87356036901474,0.12643963098526,0.7965778708457947,0.20342212915420532,data/nips2017/images/67967c9db11151e0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0588/images/final_selected.png,add soft afternoon light,[],[],False,True
swin,589,68274b8293271807,833,578,833,974,True,True,0.8786280155181885,0.12137198448181152,0.8543536067008972,0.14564639329910278,data/nips2017/images/68274b8293271807.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0589/images/final_selected.png,add light mist,[],[],False,True
swin,590,69788a29e7436808,309,49,309,107,True,True,0.7174226641654968,0.2825773358345032,0.8181332945823669,0.18186670541763306,data/nips2017/images/69788a29e7436808.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0590/images/final_selected.png,a photo of bee in the background,[309],"[""bee""]",False,True
swin,591,69854b68476d5068,892,732,892,624,True,True,0.5774637460708618,0.4225362539291382,0.7911463379859924,0.20885366201400757,data/nips2017/images/69854b68476d5068.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0591/images/final_selected.png,shift to grand library,"[579,624]","[""grand piano"",""library""]",True,False
swin,592,73064ceb466612d5,718,672,718,978,True,True,0.4527791738510132,0.5472208261489868,0.37311214208602905,0.626887857913971,data/nips2017/images/73064ceb466612d5.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0592/images/final_selected.png,place in calm bay,[],[],False,True
swin,593,73728c249317ccb9,847,144,847,820,True,True,0.8937128782272339,0.10628712177276611,0.39619380235671997,0.60380619764328,data/nips2017/images/73728c249317ccb9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0593/images/final_selected.png,coated in oxidized copper,[],[],False,True
swin,594,74355a8c878b6814,874,621,874,820,True,True,0.7737043499946594,0.22629565000534058,0.861659049987793,0.13834095001220703,data/nips2017/images/74355a8c878b6814.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0594/images/final_selected.png,introduce light mist,[],[],False,True
swin,595,78059d1afd7b9fea,57,247,57,59,True,True,0.8258284330368042,0.1741715669631958,0.7176830768585205,0.2823169231414795,data/nips2017/images/78059d1afd7b9fea.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0595/images/final_selected.png,coated in mossy patina,[],[],False,True
swin,596,82179b1d313e0e23,829,901,829,547,True,True,0.7556580901145935,0.2443419098854065,0.6475533246994019,0.35244667530059814,data/nips2017/images/82179b1d313e0e23.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0596/images/final_selected.png,a photo of streetcar in the background,[829],"[""streetcar""]",False,True
swin,597,83896b9fb7e9c2f8,536,546,536,517,True,True,0.8838781714439392,0.11612182855606079,0.8601588010787964,0.1398411989212036,data/nips2017/images/83896b9fb7e9c2f8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0597/images/final_selected.png,apply soft afternoon haze,[],[],False,True
swin,598,87937b805302f958,417,872,417,818,True,True,0.6733344793319702,0.3266655206680298,0.5299306511878967,0.47006934881210327,data/nips2017/images/87937b805302f958.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0598/images/final_selected.png,covered in fine dust,[],[],False,True
swin,599,93394c1f9c4c0053,319,882,319,974,True,True,0.8664282560348511,0.13357174396514893,0.8734400868415833,0.12655991315841675,data/nips2017/images/93394c1f9c4c0053.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0599/images/final_selected.png,add soft haze,[],[],False,True
swin,600,093402dc35f59027,733,112,733,974,True,True,0.5078699588775635,0.4921300411224365,0.6510776281356812,0.34892237186431885,data/nips2017/images/093402dc35f59027.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0600/images/final_selected.png,add soft haze,[],[],False,True
swin,601,97025d82ec9860dc,675,573,675,654,True,True,0.9308562278747559,0.06914377212524414,0.8041329383850098,0.19586706161499023,data/nips2017/images/97025d82ec9860dc.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0601/images/final_selected.png,a photo of moving van in the background,[675],"[""moving van""]",False,True
swin,602,97151fe7a0a6e2e3,733,227,733,557,True,True,0.7785403728485107,0.22145962715148926,0.8123944997787476,0.18760550022125244,data/nips2017/images/97151fe7a0a6e2e3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0602/images/final_selected.png,introduce light mist,[],[],False,True
swin,603,126175abfdcb1a21,470,485,470,624,True,True,0.4946841299533844,0.5053158700466156,0.4892622232437134,0.5107377767562866,data/nips2017/images/126175abfdcb1a21.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0603/images/final_selected.png,shift to aged library,[624],"[""library""]",True,False
swin,604,200285e90078210b,441,740,441,499,True,True,0.380876362323761,0.619123637676239,0.6518739461898804,0.34812605381011963,data/nips2017/images/200285e90078210b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0604/images/final_selected.png,place in warm kitchen,[],[],False,True
swin,606,212476b1b58a0cfe,511,696,511,970,True,True,0.8591352701187134,0.14086472988128662,0.8017171621322632,0.19828283786773682,data/nips2017/images/212476b1b58a0cfe.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0606/images/final_selected.png,add gentle morning mist,[],[],False,True
swin,608,324278ff7f22b4eb,497,302,497,442,True,True,0.43554800748825073,0.5644519925117493,0.49545636773109436,0.5045436322689056,data/nips2017/images/324278ff7f22b4eb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0608/images/final_selected.png,a photo of church in the background,[497],"[""church""]",False,True
swin,609,348618ddbde3a39c,385,459,385,386,True,True,0.5642399787902832,0.4357600212097168,0.6858528852462769,0.31414711475372314,data/nips2017/images/348618ddbde3a39c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0609/images/final_selected.png,place in dry savanna,[],[],False,True
swin,611,398720b8f19d5b84,696,699,696,600,True,True,0.6065423488616943,0.39345765113830566,0.5315802097320557,0.46841979026794434,data/nips2017/images/398720b8f19d5b84.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0611/images/final_selected.png,place in sunlit studio,[],[],False,True
swin,612,412311ea17528b7c,763,439,763,974,True,True,0.7276884913444519,0.2723115086555481,0.4358712434768677,0.5641287565231323,data/nips2017/images/412311ea17528b7c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0612/images/final_selected.png,coated in aged patina,[],[],False,True
swin,615,582663fe666aac9c,922,927,922,964,True,True,0.5751935243606567,0.42480647563934326,0.4506950080394745,0.5493049919605255,data/nips2017/images/582663fe666aac9c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0615/images/final_selected.png,covered in aged vellum,[],[],False,True
swin,616,589319c64adf5fce,698,587,698,974,True,True,0.8400263786315918,0.1599736213684082,0.7429564595222473,0.2570435404777527,data/nips2017/images/589319c64adf5fce.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0616/images/final_selected.png,a photo of palace in the background,[698],"[""palace""]",False,True
swin,617,607702d7ef44d081,864,346,864,717,True,True,0.8329893350601196,0.16701066493988037,0.812872052192688,0.187127947807312,data/nips2017/images/607702d7ef44d081.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0617/images/final_selected.png,a photo of tow truck in the background,[864],"[""tow truck""]",False,True
swin,618,648231d9393250fd,547,649,547,733,True,True,0.13693442940711975,0.8630655705928802,0.19748203456401825,0.8025179654359818,data/nips2017/images/648231d9393250fd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0618/images/final_selected.png,place in open field,[],[],False,True
swin,619,715335d5ddfca1f2,480,914,480,799,True,True,0.7121200561523438,0.28787994384765625,0.77211993932724,0.22788006067276,data/nips2017/images/715335d5ddfca1f2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0619/images/final_selected.png,a photo of cash machine in the background,[480],"[""cash machine""]",False,True
swin,621,740981d161a38bad,571,148,571,412,True,True,0.1946435570716858,0.8053564429283142,0.4422377943992615,0.5577622056007385,data/nips2017/images/740981d161a38bad.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0621/images/final_selected.png,place in sunlit alleyway,[],[],False,True
swin,622,789417c091011f53,344,176,344,347,True,True,0.559351921081543,0.44064807891845703,0.512033998966217,0.48796600103378296,data/nips2017/images/789417c091011f53.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0622/images/final_selected.png,a photo of hippopotamus in the background,[344],"[""hippopotamus""]",False,True
swin,623,803450d936b35ebb,933,257,933,930,True,True,0.7050517201423645,0.2949482798576355,0.4948067367076874,0.5051932632923126,data/nips2017/images/803450d936b35ebb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0623/images/final_selected.png,coated in fine dust,[],[],False,True
swin,624,943274babd06a662,668,677,668,498,True,True,0.8770993947982788,0.12290060520172119,0.9272943735122681,0.07270562648773193,data/nips2017/images/943274babd06a662.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0624/images/final_selected.png,change lighting to dusk,[],[],False,True
swin,625,957529a2abaa0581,882,647,882,974,True,True,0.8826625347137451,0.11733746528625488,0.766326367855072,0.23367363214492798,data/nips2017/images/957529a2abaa0581.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0625/images/final_selected.png,add soft afternoon haze,[],[],False,True
swin,626,979757e16b67ac7e,322,797,322,111,True,True,0.8511017560958862,0.14889824390411377,0.7261002063751221,0.27389979362487793,data/nips2017/images/979757e16b67ac7e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0626/images/final_selected.png,introduce soft mist,[],[],False,True
swin,628,1484479b7630af0a,701,903,701,417,True,True,0.5826438069343567,0.4173561930656433,0.4657328724861145,0.5342671275138855,data/nips2017/images/1484479b7630af0a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0628/images/final_selected.png,a photo of parachute in the background,[701],"[""parachute""]",False,True
swin,629,2200794c59b1808e,310,213,310,328,True,True,0.5880791544914246,0.41192084550857544,0.4830127954483032,0.5169872045516968,data/nips2017/images/2200794c59b1808e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0629/images/final_selected.png,coated in fine dust,[],[],False,True
swin,630,05437214d1ba9580,809,117,809,925,True,True,0.6337382793426514,0.36626172065734863,0.5129915475845337,0.4870084524154663,data/nips2017/images/05437214d1ba9580.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0630/images/final_selected.png,coated in pale ceramic,[],[],False,True
swin,631,5973419efd52f783,624,794,624,762,True,True,0.8552091121673584,0.1447908878326416,0.5244323015213013,0.47556769847869873,data/nips2017/images/5973419efd52f783.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0631/images/final_selected.png,shift to twilight setting,[],[],False,True
swin,632,7453471febf1db6f,594,89,594,557,True,True,0.9172565937042236,0.08274340629577637,0.89109206199646,0.10890793800354004,data/nips2017/images/7453471febf1db6f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0632/images/final_selected.png,introduce gentle haze,[],[],False,True
swin,633,8020698d79dc39f2,854,953,854,498,True,True,0.6559664011001587,0.3440335988998413,0.6768496632575989,0.3231503367424011,data/nips2017/images/8020698d79dc39f2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0633/images/final_selected.png,place scene in grand hall,[579],"[""grand piano""]",False,True
swin,634,8090736c8299ab28,979,893,979,972,True,True,0.16390487551689148,0.8360951244831085,0.29786187410354614,0.7021381258964539,data/nips2017/images/8090736c8299ab28.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0634/images/final_selected.png,a photo of valley in the background,[979],"[""valley""]",False,True
swin,635,8400742ba78ac009,970,670,970,979,True,True,0.5676058530807495,0.4323941469192505,0.6667308211326599,0.3332691788673401,data/nips2017/images/8400742ba78ac009.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0635/images/final_selected.png,introduce soft haze,[],[],False,True
swin,636,8868879c2acd5d9e,321,129,321,322,True,True,0.852764904499054,0.14723509550094604,0.6283396482467651,0.37166035175323486,data/nips2017/images/8868879c2acd5d9e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0636/images/final_selected.png,coated in fine dust,[],[],False,True
swin,637,9534108b0e8dceb1,646,821,646,940,True,True,0.7906100749969482,0.20938992500305176,0.7884624004364014,0.21153759956359863,data/nips2017/images/9534108b0e8dceb1.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0637/images/final_selected.png,introduce soft mist,[],[],False,True
swin,638,23955512cd0e1191,475,741,475,436,True,True,0.5383375287055969,0.4616624712944031,0.578926682472229,0.421073317527771,data/nips2017/images/23955512cd0e1191.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0638/images/final_selected.png,coated in satin chrome,[],[],False,True
swin,640,49591319edeb6b3a,308,415,308,300,True,True,0.8306536674499512,0.16934633255004883,0.667699933052063,0.332300066947937,data/nips2017/images/49591319edeb6b3a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0640/images/final_selected.png,coated in fine dust,[],[],False,True
swin,641,54666421b4a6998f,919,758,919,412,True,True,0.5064050555229187,0.4935949444770813,0.6506487131118774,0.34935128688812256,data/nips2017/images/54666421b4a6998f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0641/images/final_selected.png,a photo of street sign in the background,[919],"[""street sign""]",False,True
swin,643,76886996d4ab4614,974,762,974,980,True,True,0.3301117420196533,0.6698882579803467,0.3804503381252289,0.6195496618747711,data/nips2017/images/76886996d4ab4614.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0643/images/final_selected.png,change light to dusk,[],[],False,True
swin,644,80177288cda51d95,640,604,640,974,True,True,0.906258225440979,0.093741774559021,0.8645990490913391,0.1354009509086609,data/nips2017/images/80177288cda51d95.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0644/images/final_selected.png,add light mist,[],[],False,True
swin,645,81804435ad51df95,436,240,436,974,True,True,0.8938606977462769,0.10613930225372314,0.8973310589790344,0.10266894102096558,data/nips2017/images/81804435ad51df95.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0645/images/final_selected.png,add light mist,[],[],False,True
swin,646,84640859ee739095,719,579,719,332,True,True,0.798888087272644,0.20111191272735596,0.755574107170105,0.24442589282989502,data/nips2017/images/84640859ee739095.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0646/images/final_selected.png,add subtle mist,[],[],False,True
swin,648,89119361e9d9e02d,480,472,480,743,True,True,0.23881205916404724,0.7611879408359528,0.6122819185256958,0.3877180814743042,data/nips2017/images/89119361e9d9e02d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0648/images/final_selected.png,place in tiled corridor,[],[],False,True
swin,649,93114736f072d6d3,616,762,616,964,True,True,0.6454775333404541,0.3545224666595459,0.7066586017608643,0.29334139823913574,data/nips2017/images/93114736f072d6d3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0649/images/final_selected.png,a photo of knot in the background,[616],"[""knot""]",False,True
swin,650,150249123e81930d,922,484,922,762,True,True,0.47124791145324707,0.5287520885467529,0.567494809627533,0.43250519037246704,data/nips2017/images/150249123e81930d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0650/images/final_selected.png,place in rustic tavern,[],[],False,True
swin,651,217597258ac12258,582,804,582,974,True,True,0.772834062576294,0.22716593742370605,0.8047001361846924,0.19529986381530762,data/nips2017/images/217597258ac12258.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0651/images/final_selected.png,a photo of grocery store in the background,[582],"[""grocery store""]",False,True
swin,652,303781188f1b3b27,476,338,476,718,True,True,0.7501909732818604,0.24980902671813965,0.7190438508987427,0.2809561491012573,data/nips2017/images/303781188f1b3b27.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0652/images/final_selected.png,a photo of carousel in the background,[476],"[""carousel""]",False,True
swin,653,493694833dc23399,537,834,537,680,True,True,0.8806435465812683,0.11935645341873169,0.8630480766296387,0.13695192337036133,data/nips2017/images/493694833dc23399.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0653/images/final_selected.png,add light haze,[],[],False,True
swin,655,692016122b9e07a6,959,122,959,488,True,True,0.4881288707256317,0.5118711292743683,0.5894643664360046,0.41053563356399536,data/nips2017/images/692016122b9e07a6.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0655/images/final_selected.png,coated in golden sheen,[],[],False,True
swin,656,784232355d49601b,326,160,326,815,True,True,0.8668513298034668,0.1331486701965332,0.8950257301330566,0.10497426986694336,data/nips2017/images/784232355d49601b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0656/images/final_selected.png,introduce soft mist,[],[],False,True
swin,657,4063377442ea93d3,595,813,595,984,True,True,0.8852918744087219,0.11470812559127808,0.8754982352256775,0.12450176477432251,data/nips2017/images/4063377442ea93d3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0657/images/final_selected.png,add hazy sunlight,[],[],False,True
swin,658,6217866896fbe2b7,698,866,698,663,True,True,0.8453879952430725,0.1546120047569275,0.8969128727912903,0.10308712720870972,data/nips2017/images/6217866896fbe2b7.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0658/images/final_selected.png,place in arid desert,[],[],False,True
swin,659,8555611998ea426a,990,496,990,820,True,True,0.924575924873352,0.07542407512664795,0.8901379704475403,0.10986202955245972,data/nips2017/images/8555611998ea426a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0659/images/final_selected.png,introduce gentle mist,[],[],False,True
swin,660,8724748782cb6c31,75,646,75,312,True,True,0.49698543548583984,0.5030145645141602,0.5968363881111145,0.4031636118888855,data/nips2017/images/8724748782cb6c31.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0660/images/final_selected.png,a photo of black widow in the background,[75],"[""black widow""]",False,True
swin,661,65251969959ce0e6,937,836,937,945,True,True,0.5273388624191284,0.4726611375808716,0.47783470153808594,0.5221652984619141,data/nips2017/images/65251969959ce0e6.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0661/images/final_selected.png,a photo of broccoli in the background,[937],"[""broccoli""]",False,True
swin,663,55599050147071cc,472,961,472,974,True,True,0.7642495632171631,0.23575043678283691,0.6876146793365479,0.31238532066345215,data/nips2017/images/55599050147071cc.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0663/images/final_selected.png,a photo of canoe in the background,[472],"[""canoe""]",False,True
swin,665,a00c8d22e63497c4,430,891,430,543,True,True,0.9036206007003784,0.09637939929962158,0.7854734659194946,0.21452653408050537,data/nips2017/images/a00c8d22e63497c4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0665/images/final_selected.png,a photo of basketball in the background,[430],"[""basketball""]",False,True
swin,667,a3c4dd88edacb575,399,350,399,885,True,True,0.5913862586021423,0.40861374139785767,0.6655772924423218,0.3344227075576782,data/nips2017/images/a3c4dd88edacb575.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0667/images/final_selected.png,coated in matte silk,[],[],False,True
swin,668,a3c651cf20ee2d34,640,560,640,646,True,True,0.42695170640945435,0.5730482935905457,0.551776647567749,0.448223352432251,data/nips2017/images/a3c651cf20ee2d34.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0668/images/final_selected.png,a photo of manhole cover in the background,[640],"[""manhole cover""]",False,True
swin,669,a4f718e554dd18dd,975,94,975,977,True,True,0.5778492093086243,0.42215079069137573,0.6911361813545227,0.3088638186454773,data/nips2017/images/a4f718e554dd18dd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0669/images/final_selected.png,covered in fine silt,[],[],False,True
swin,670,a7f9b28e30d19d85,661,698,661,820,True,True,0.9203216433525085,0.07967835664749146,0.9267531037330627,0.07324689626693726,data/nips2017/images/a7f9b28e30d19d85.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0670/images/final_selected.png,add light mist,[],[],False,True
swin,671,a8c3363bbcc7015c,738,839,738,580,True,True,0.6542090773582458,0.34579092264175415,0.705267071723938,0.294732928276062,data/nips2017/images/a8c3363bbcc7015c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0671/images/final_selected.png,move to indoor conservatory,[],[],False,True
swin,672,a8dd9ba15f7b817b,805,739,805,429,True,True,0.7584185600280762,0.24158143997192383,0.6651565432548523,0.3348434567451477,data/nips2017/images/a8dd9ba15f7b817b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0672/images/final_selected.png,a photo of soccer ball in the background,[805],"[""soccer ball""]",False,True
swin,673,a8fca010774a1187,828,809,828,677,True,True,0.8456614017486572,0.15433859825134277,0.8523877859115601,0.14761221408843994,data/nips2017/images/a8fca010774a1187.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0673/images/final_selected.png,place in warm sunlight,[],[],False,True
swin,674,a8fe76c687b00e33,597,118,597,891,True,True,0.855472207069397,0.14452779293060303,0.8555944561958313,0.1444055438041687,data/nips2017/images/a8fe76c687b00e33.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0674/images/final_selected.png,introduce faint morning mist,[],[],False,True
swin,676,a33af1b9f8b8a81b,879,666,879,614,True,True,0.5545743703842163,0.4454256296157837,0.7286154627799988,0.2713845372200012,data/nips2017/images/a33af1b9f8b8a81b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0676/images/final_selected.png,a photo of umbrella in the background,[879],"[""umbrella""]",False,True
swin,677,a64ae1acd9d09a87,130,82,130,129,True,True,0.7011000514030457,0.29889994859695435,0.6080312728881836,0.3919687271118164,data/nips2017/images/a64ae1acd9d09a87.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0677/images/final_selected.png,coated in pale dust,[],[],False,True
swin,678,a70b1cda0776cba6,142,118,142,141,True,True,0.5388875603675842,0.46111243963241577,0.6534144878387451,0.3465855121612549,data/nips2017/images/a70b1cda0776cba6.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0678/images/final_selected.png,coated in damp moss,[],[],False,True
swin,679,a74f197288b10a0d,807,747,807,449,True,True,0.8851502537727356,0.1148497462272644,0.8593863248825073,0.14061367511749268,data/nips2017/images/a74f197288b10a0d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0679/images/final_selected.png,change lighting to dusk,[],[],False,True
swin,680,a84ead15406596ce,479,936,479,535,True,True,0.6524968147277832,0.3475031852722168,0.7267104983329773,0.2732895016670227,data/nips2017/images/a84ead15406596ce.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0680/images/final_selected.png,a photo of car wheel in the background,[479],"[""car wheel""]",False,True
swin,681,a90d9627e2145090,425,721,425,979,True,True,0.03221937641501427,0.9677806235849857,0.21485094726085663,0.7851490527391434,data/nips2017/images/a90d9627e2145090.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0681/images/final_selected.png,set scene to rolling hills,[],[],False,True
swin,682,a92ab9e5fb9c5d64,628,456,628,814,True,True,0.7768105268478394,0.22318947315216064,0.5002800226211548,0.4997199773788452,data/nips2017/images/a92ab9e5fb9c5d64.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0682/images/final_selected.png,coated in polished chrome,[],[],False,True
swin,683,a92babc0a6436d3b,759,654,759,622,True,True,0.9454788565635681,0.054521143436431885,0.9107954502105713,0.08920454978942871,data/nips2017/images/a92babc0a6436d3b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0683/images/final_selected.png,a photo of reflex camera in the background,[759],"[""reflex camera""]",False,True
swin,685,a187afb98f295057,120,754,120,980,True,True,0.7133306264877319,0.28666937351226807,0.5852371454238892,0.41476285457611084,data/nips2017/images/a187afb98f295057.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0685/images/final_selected.png,introduce light mist,[],[],False,True
swin,686,a193f7ae7d550a82,737,630,737,838,True,True,0.858228325843811,0.14177167415618896,0.8684670925140381,0.13153290748596191,data/nips2017/images/a193f7ae7d550a82.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0686/images/final_selected.png,a photo of pop bottle in the background,[737],"[""pop bottle""]",False,True
swin,687,a414ccf5c51454e0,829,865,829,758,True,True,0.9073038101196289,0.0926961898803711,0.7382619976997375,0.26173800230026245,data/nips2017/images/a414ccf5c51454e0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0687/images/final_selected.png,change lighting to dusk,[],[],False,True
swin,688,a777db736ecdfb65,325,55,325,314,True,True,0.8026066422462463,0.19739335775375366,0.48843640089035034,0.5115635991096497,data/nips2017/images/a777db736ecdfb65.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0688/images/final_selected.png,coated in pale gold,[],[],False,True
swin,689,a5949b0719d3ea77,980,472,980,972,True,True,0.0945945531129837,0.9054054468870163,0.2702460289001465,0.7297539710998535,data/nips2017/images/a5949b0719d3ea77.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0689/images/final_selected.png,a photo of volcano in the background,[980],"[""volcano""]",False,True
swin,690,a6535c039bfeba2c,535,291,535,456,True,True,0.8282846212387085,0.1717153787612915,0.7804981470108032,0.21950185298919678,data/nips2017/images/a6535c039bfeba2c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0690/images/final_selected.png,place in dark studio,[],[],False,True
