model,sample_index,image_id,true_label,target_label,clean_pred,adv_pred,clean_correct,stored_attack_success,quantized_attack_success,selected_for_metrics,stored_vs_quantized_success_match,stored_status,clean_path,attack_path
swin,526,5191cfba868056a5,970,792,970,671,True,True,True,True,True,ok,data/nips2017/images/5191cfba868056a5.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0526/images/final_selected.png
swin,527,5224fec9ba33b50d,603,531,603,690,True,True,True,True,True,ok,data/nips2017/images/5224fec9ba33b50d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0527/images/final_selected.png
swin,528,5292f5b36a0789fa,853,794,853,884,True,True,True,True,True,ok,data/nips2017/images/5292f5b36a0789fa.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0528/images/final_selected.png
swin,529,5528f7330399485f,73,211,73,77,True,True,True,True,True,ok,data/nips2017/images/5528f7330399485f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0529/images/final_selected.png
swin,530,5792d4a42d2a82c8,987,418,987,190,True,True,True,True,True,ok,data/nips2017/images/5792d4a42d2a82c8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0530/images/final_selected.png
swin,531,05817a675e7506d1,672,753,672,843,True,True,True,True,True,ok,data/nips2017/images/05817a675e7506d1.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0531/images/final_selected.png
swin,532,6314b953a2f66e36,310,773,310,312,True,True,True,True,True,ok,data/nips2017/images/6314b953a2f66e36.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0532/images/final_selected.png
swin,533,6374e7e35ad90f50,38,770,38,41,True,True,True,True,True,ok,data/nips2017/images/6374e7e35ad90f50.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0533/images/final_selected.png
swin,534,6609c25b3314b5b3,511,877,511,717,True,True,True,True,True,ok,data/nips2017/images/6609c25b3314b5b3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0534/images/final_selected.png
swin,535,6612fd36e6dd9534,308,865,308,316,True,True,True,True,True,ok,data/nips2017/images/6612fd36e6dd9534.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0535/images/final_selected.png
swin,536,6711e27733cfd050,717,732,717,436,True,True,True,True,True,ok,data/nips2017/images/6711e27733cfd050.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0536/images/final_selected.png
swin,537,6740e1e89b5bbab4,980,684,980,38,True,True,True,True,True,ok,data/nips2017/images/6740e1e89b5bbab4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0537/images/final_selected.png
swin,538,6841e385fe79177f,829,832,829,536,True,True,True,True,True,ok,data/nips2017/images/6841e385fe79177f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0538/images/final_selected.png
swin,539,6896a8b78f404dc8,979,74,979,977,True,True,True,True,True,ok,data/nips2017/images/6896a8b78f404dc8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0539/images/final_selected.png
swin,540,6898f889c17f8e16,887,729,887,501,True,True,True,True,True,ok,data/nips2017/images/6898f889c17f8e16.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0540/images/final_selected.png
swin,541,7060ae82e5b96a77,521,494,521,729,True,True,True,True,True,ok,data/nips2017/images/7060ae82e5b96a77.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0541/images/final_selected.png
swin,542,7069a117c92d27a4,545,185,545,408,True,True,True,True,True,ok,data/nips2017/images/7069a117c92d27a4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0542/images/final_selected.png
swin,543,7278c2b63080f08c,348,286,348,169,True,True,True,True,True,ok,data/nips2017/images/7278c2b63080f08c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0543/images/final_selected.png
swin,544,7368fe0ff47343a0,964,446,964,923,True,True,True,True,True,ok,data/nips2017/images/7368fe0ff47343a0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0544/images/final_selected.png
swin,545,7506caf0a49c3951,78,723,78,994,True,True,True,True,True,ok,data/nips2017/images/7506caf0a49c3951.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0545/images/final_selected.png
swin,546,7524a7ef9de8edc3,946,306,946,946,True,False,False,False,True,ok,data/nips2017/images/7524a7ef9de8edc3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0546/images/final_selected.png
swin,547,7529b42e71769777,476,617,476,974,True,True,True,True,True,ok,data/nips2017/images/7529b42e71769777.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0547/images/final_selected.png
swin,548,7700d0ba053dc4bd,936,291,936,990,True,True,True,True,True,ok,data/nips2017/images/7700d0ba053dc4bd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0548/images/final_selected.png
swin,549,8094d4088a08cf09,440,614,440,850,True,True,True,True,True,ok,data/nips2017/images/8094d4088a08cf09.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0549/images/final_selected.png
swin,550,8749fd2540a0cb01,832,447,832,698,True,True,True,True,True,ok,data/nips2017/images/8749fd2540a0cb01.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0550/images/final_selected.png
swin,551,8764eecf6e898c7f,483,710,483,698,True,True,True,True,True,ok,data/nips2017/images/8764eecf6e898c7f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0551/images/final_selected.png
swin,552,8800cff23fade16a,531,313,531,504,True,True,True,True,True,ok,data/nips2017/images/8800cff23fade16a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0552/images/final_selected.png
swin,553,8805b0b20d808c49,703,926,703,608,True,True,True,True,True,ok,data/nips2017/images/8805b0b20d808c49.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0553/images/final_selected.png
swin,554,8859efd46fab37ff,922,598,922,749,True,True,True,True,True,ok,data/nips2017/images/8859efd46fab37ff.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0554/images/final_selected.png
swin,555,9226b783cfb770bd,825,33,825,972,True,True,True,True,True,ok,data/nips2017/images/9226b783cfb770bd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0555/images/final_selected.png
swin,556,9311a098cfb4b946,820,191,820,565,True,True,True,True,True,ok,data/nips2017/images/9311a098cfb4b946.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0556/images/final_selected.png
swin,557,9429f0d1ad2283df,437,463,437,733,True,True,True,True,True,ok,data/nips2017/images/9429f0d1ad2283df.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0557/images/final_selected.png
swin,558,9455bd672cb9e4bd,521,581,521,651,True,True,True,True,True,ok,data/nips2017/images/9455bd672cb9e4bd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0558/images/final_selected.png
swin,559,9594ef7e0fc79ea8,402,114,402,835,True,True,True,True,True,ok,data/nips2017/images/9594ef7e0fc79ea8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0559/images/final_selected.png
swin,560,9876fe92d003c9d4,912,356,912,979,True,True,True,True,True,ok,data/nips2017/images/9876fe92d003c9d4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0560/images/final_selected.png
swin,561,11954d93a7051cb5,22,502,22,21,True,True,True,True,True,ok,data/nips2017/images/11954d93a7051cb5.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0561/images/final_selected.png
swin,562,13810fcac72f12ba,875,71,875,974,True,True,True,True,True,ok,data/nips2017/images/13810fcac72f12ba.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0562/images/final_selected.png
swin,563,16179baa1513c701,94,504,94,95,True,True,True,True,True,ok,data/nips2017/images/16179baa1513c701.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0563/images/final_selected.png
swin,564,19935b1c0a4d305d,760,641,760,760,True,False,False,False,True,ok,data/nips2017/images/19935b1c0a4d305d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0564/images/final_selected.png
swin,565,21554e755b9706d2,341,75,341,341,True,False,False,False,True,ok,data/nips2017/images/21554e755b9706d2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0565/images/final_selected.png
swin,566,22712d0324d43ef2,897,846,897,923,True,True,True,True,True,ok,data/nips2017/images/22712d0324d43ef2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0566/images/final_selected.png
swin,567,24159caf9c5e92be,707,742,707,528,True,True,True,True,True,ok,data/nips2017/images/24159caf9c5e92be.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0567/images/final_selected.png
swin,568,24312de5c34473c0,873,819,873,519,True,True,True,True,True,ok,data/nips2017/images/24312de5c34473c0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0568/images/final_selected.png
swin,569,24726d9054e9d78f,544,454,544,112,True,True,True,True,True,ok,data/nips2017/images/24726d9054e9d78f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0569/images/final_selected.png
swin,570,29279d12ed3e29ff,457,327,457,834,True,True,True,True,True,ok,data/nips2017/images/29279d12ed3e29ff.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0570/images/final_selected.png
swin,571,33197fa6ae88508a,847,29,847,586,True,True,True,True,True,ok,data/nips2017/images/33197fa6ae88508a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0571/images/final_selected.png
swin,572,38287d2e5a4a9a57,959,797,923,923,False,True,False,False,True,ok,data/nips2017/images/38287d2e5a4a9a57.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0572/images/final_selected.png
swin,573,38546e7d7136c2ab,599,113,599,698,True,True,True,True,True,ok,data/nips2017/images/38546e7d7136c2ab.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0573/images/final_selected.png
swin,574,43694caa12d5f823,978,756,978,974,True,True,True,True,True,ok,data/nips2017/images/43694caa12d5f823.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0574/images/final_selected.png
swin,575,44982b98ba192bb7,321,410,321,318,True,True,True,True,True,ok,data/nips2017/images/44982b98ba192bb7.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0575/images/final_selected.png
swin,576,45315ea51da415ab,355,188,355,974,True,True,True,True,True,ok,data/nips2017/images/45315ea51da415ab.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0576/images/final_selected.png
swin,577,48762c2cd2ed47e1,754,307,754,624,True,True,True,True,True,ok,data/nips2017/images/48762c2cd2ed47e1.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0577/images/final_selected.png
swin,578,53211f8a1b131de6,945,577,945,329,True,True,True,True,True,ok,data/nips2017/images/53211f8a1b131de6.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0578/images/final_selected.png
swin,579,54153d17b11b495c,656,550,656,974,True,True,True,True,True,ok,data/nips2017/images/54153d17b11b495c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0579/images/final_selected.png
swin,580,55323ce1ff485412,385,570,385,385,True,False,False,False,True,ok,data/nips2017/images/55323ce1ff485412.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0580/images/final_selected.png
swin,581,55512a6c2a45e2e8,927,386,927,521,True,True,True,True,True,ok,data/nips2017/images/55512a6c2a45e2e8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0581/images/final_selected.png
swin,582,58420b727fcab02b,137,167,137,99,True,True,True,True,True,ok,data/nips2017/images/58420b727fcab02b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0582/images/final_selected.png
swin,583,59204d6bb0c234eb,417,702,417,417,True,False,False,False,True,ok,data/nips2017/images/59204d6bb0c234eb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0583/images/final_selected.png
swin,584,60566d5680497389,472,543,472,979,True,True,True,True,True,ok,data/nips2017/images/60566d5680497389.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0584/images/final_selected.png
swin,585,61131df39f19a4a0,614,866,614,614,True,False,False,False,True,ok,data/nips2017/images/61131df39f19a4a0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0585/images/final_selected.png
swin,586,62949c357e429690,972,115,972,500,True,True,True,True,True,ok,data/nips2017/images/62949c357e429690.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0586/images/final_selected.png
swin,587,64577d3916d6dafb,605,753,590,681,False,True,False,False,True,ok,data/nips2017/images/64577d3916d6dafb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0587/images/final_selected.png
swin,588,67967c9db11151e0,251,819,251,275,True,True,True,True,True,ok,data/nips2017/images/67967c9db11151e0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0588/images/final_selected.png
swin,589,68274b8293271807,833,578,833,974,True,True,True,True,True,ok,data/nips2017/images/68274b8293271807.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0589/images/final_selected.png
swin,590,69788a29e7436808,309,49,309,107,True,True,True,True,True,ok,data/nips2017/images/69788a29e7436808.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0590/images/final_selected.png
swin,591,69854b68476d5068,892,732,892,624,True,True,True,True,True,ok,data/nips2017/images/69854b68476d5068.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0591/images/final_selected.png
swin,592,73064ceb466612d5,718,672,718,978,True,True,True,True,True,ok,data/nips2017/images/73064ceb466612d5.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0592/images/final_selected.png
swin,593,73728c249317ccb9,847,144,847,820,True,True,True,True,True,ok,data/nips2017/images/73728c249317ccb9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0593/images/final_selected.png
swin,594,74355a8c878b6814,874,621,874,820,True,True,True,True,True,ok,data/nips2017/images/74355a8c878b6814.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0594/images/final_selected.png
swin,595,78059d1afd7b9fea,57,247,57,59,True,True,True,True,True,ok,data/nips2017/images/78059d1afd7b9fea.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0595/images/final_selected.png
swin,596,82179b1d313e0e23,829,901,829,547,True,True,True,True,True,ok,data/nips2017/images/82179b1d313e0e23.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0596/images/final_selected.png
swin,597,83896b9fb7e9c2f8,536,546,536,517,True,True,True,True,True,ok,data/nips2017/images/83896b9fb7e9c2f8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0597/images/final_selected.png
swin,598,87937b805302f958,417,872,417,818,True,True,True,True,True,ok,data/nips2017/images/87937b805302f958.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0598/images/final_selected.png
swin,599,93394c1f9c4c0053,319,882,319,974,True,True,True,True,True,ok,data/nips2017/images/93394c1f9c4c0053.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0599/images/final_selected.png
swin,600,093402dc35f59027,733,112,733,974,True,True,True,True,True,ok,data/nips2017/images/093402dc35f59027.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0600/images/final_selected.png
swin,601,97025d82ec9860dc,675,573,675,654,True,True,True,True,True,ok,data/nips2017/images/97025d82ec9860dc.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0601/images/final_selected.png
swin,602,97151fe7a0a6e2e3,733,227,733,557,True,True,True,True,True,ok,data/nips2017/images/97151fe7a0a6e2e3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0602/images/final_selected.png
swin,603,126175abfdcb1a21,470,485,470,624,True,True,True,True,True,ok,data/nips2017/images/126175abfdcb1a21.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0603/images/final_selected.png
swin,604,200285e90078210b,441,740,441,499,True,True,True,True,True,ok,data/nips2017/images/200285e90078210b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0604/images/final_selected.png
swin,605,200735f93ea764f2,308,284,308,308,True,False,False,False,True,ok,data/nips2017/images/200735f93ea764f2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0605/images/final_selected.png
swin,606,212476b1b58a0cfe,511,696,511,970,True,True,True,True,True,ok,data/nips2017/images/212476b1b58a0cfe.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0606/images/final_selected.png
swin,607,296033c3a5910845,360,796,360,360,True,False,False,False,True,ok,data/nips2017/images/296033c3a5910845.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0607/images/final_selected.png
swin,608,324278ff7f22b4eb,497,302,497,442,True,True,True,True,True,ok,data/nips2017/images/324278ff7f22b4eb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0608/images/final_selected.png
swin,609,348618ddbde3a39c,385,459,385,386,True,True,True,True,True,ok,data/nips2017/images/348618ddbde3a39c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0609/images/final_selected.png
swin,610,380053c506e32105,779,513,779,779,True,False,False,False,True,ok,data/nips2017/images/380053c506e32105.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0610/images/final_selected.png
swin,611,398720b8f19d5b84,696,699,696,600,True,True,True,True,True,ok,data/nips2017/images/398720b8f19d5b84.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0611/images/final_selected.png
swin,612,412311ea17528b7c,763,439,763,974,True,True,True,True,True,ok,data/nips2017/images/412311ea17528b7c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0612/images/final_selected.png
swin,613,435137d9d4f4125e,1,268,973,973,False,True,False,False,True,ok,data/nips2017/images/435137d9d4f4125e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0613/images/final_selected.png
swin,614,444109f3ccfacc7b,335,220,335,335,True,False,False,False,True,ok,data/nips2017/images/444109f3ccfacc7b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0614/images/final_selected.png
swin,615,582663fe666aac9c,922,927,922,964,True,True,True,True,True,ok,data/nips2017/images/582663fe666aac9c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0615/images/final_selected.png
swin,616,589319c64adf5fce,698,587,698,974,True,True,True,True,True,ok,data/nips2017/images/589319c64adf5fce.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0616/images/final_selected.png
swin,617,607702d7ef44d081,864,346,864,717,True,True,True,True,True,ok,data/nips2017/images/607702d7ef44d081.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0617/images/final_selected.png
swin,618,648231d9393250fd,547,649,547,733,True,True,True,True,True,ok,data/nips2017/images/648231d9393250fd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0618/images/final_selected.png
swin,619,715335d5ddfca1f2,480,914,480,799,True,True,True,True,True,ok,data/nips2017/images/715335d5ddfca1f2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0619/images/final_selected.png
swin,620,721804d1d3a60206,908,33,908,908,True,False,False,False,True,ok,data/nips2017/images/721804d1d3a60206.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0620/images/final_selected.png
swin,621,740981d161a38bad,571,148,571,412,True,True,True,True,True,ok,data/nips2017/images/740981d161a38bad.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0621/images/final_selected.png
swin,622,789417c091011f53,344,176,344,347,True,True,True,True,True,ok,data/nips2017/images/789417c091011f53.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0622/images/final_selected.png
swin,623,803450d936b35ebb,933,257,933,930,True,True,True,True,True,ok,data/nips2017/images/803450d936b35ebb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0623/images/final_selected.png
swin,624,943274babd06a662,668,677,668,498,True,True,True,True,True,ok,data/nips2017/images/943274babd06a662.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0624/images/final_selected.png
swin,625,957529a2abaa0581,882,647,882,974,True,True,True,True,True,ok,data/nips2017/images/957529a2abaa0581.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0625/images/final_selected.png
swin,626,979757e16b67ac7e,322,797,322,111,True,True,True,True,True,ok,data/nips2017/images/979757e16b67ac7e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0626/images/final_selected.png
swin,627,01244097ca8ffdfa,90,562,90,90,True,False,False,False,True,ok,data/nips2017/images/01244097ca8ffdfa.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0627/images/final_selected.png
swin,628,1484479b7630af0a,701,903,701,417,True,True,True,True,True,ok,data/nips2017/images/1484479b7630af0a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0628/images/final_selected.png
swin,629,2200794c59b1808e,310,213,310,328,True,True,True,True,True,ok,data/nips2017/images/2200794c59b1808e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0629/images/final_selected.png
swin,630,05437214d1ba9580,809,117,809,925,True,True,True,True,True,ok,data/nips2017/images/05437214d1ba9580.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0630/images/final_selected.png
swin,631,5973419efd52f783,624,794,624,762,True,True,True,True,True,ok,data/nips2017/images/5973419efd52f783.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0631/images/final_selected.png
swin,632,7453471febf1db6f,594,89,594,557,True,True,True,True,True,ok,data/nips2017/images/7453471febf1db6f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0632/images/final_selected.png
swin,633,8020698d79dc39f2,854,953,854,498,True,True,True,True,True,ok,data/nips2017/images/8020698d79dc39f2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0633/images/final_selected.png
swin,634,8090736c8299ab28,979,893,979,972,True,True,True,True,True,ok,data/nips2017/images/8090736c8299ab28.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0634/images/final_selected.png
swin,635,8400742ba78ac009,970,670,970,979,True,True,True,True,True,ok,data/nips2017/images/8400742ba78ac009.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0635/images/final_selected.png
swin,636,8868879c2acd5d9e,321,129,321,322,True,True,True,True,True,ok,data/nips2017/images/8868879c2acd5d9e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0636/images/final_selected.png
swin,637,9534108b0e8dceb1,646,821,646,940,True,True,True,True,True,ok,data/nips2017/images/9534108b0e8dceb1.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0637/images/final_selected.png
swin,638,23955512cd0e1191,475,741,475,436,True,True,True,True,True,ok,data/nips2017/images/23955512cd0e1191.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0638/images/final_selected.png
swin,639,28652355cd12a1e7,307,62,304,304,False,True,False,False,True,ok,data/nips2017/images/28652355cd12a1e7.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0639/images/final_selected.png
swin,640,49591319edeb6b3a,308,415,308,300,True,True,True,True,True,ok,data/nips2017/images/49591319edeb6b3a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0640/images/final_selected.png
swin,641,54666421b4a6998f,919,758,919,412,True,True,True,True,True,ok,data/nips2017/images/54666421b4a6998f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0641/images/final_selected.png
swin,642,71080285ad6cb4e9,455,477,455,455,True,False,False,False,True,ok,data/nips2017/images/71080285ad6cb4e9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0642/images/final_selected.png
swin,643,76886996d4ab4614,974,762,974,980,True,True,True,True,True,ok,data/nips2017/images/76886996d4ab4614.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0643/images/final_selected.png
swin,644,80177288cda51d95,640,604,640,974,True,True,True,True,True,ok,data/nips2017/images/80177288cda51d95.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0644/images/final_selected.png
swin,645,81804435ad51df95,436,240,436,974,True,True,True,True,True,ok,data/nips2017/images/81804435ad51df95.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0645/images/final_selected.png
swin,646,84640859ee739095,719,579,719,332,True,True,True,True,True,ok,data/nips2017/images/84640859ee739095.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0646/images/final_selected.png
swin,647,088560551b91ceb0,982,796,578,578,False,True,False,False,True,ok,data/nips2017/images/088560551b91ceb0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0647/images/final_selected.png
swin,648,89119361e9d9e02d,480,472,480,743,True,True,True,True,True,ok,data/nips2017/images/89119361e9d9e02d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0648/images/final_selected.png
